	AlignmentCoverage	AlignmentIdentity	AlignmentLength	AlignmentLengthStripped	Distance	Family	Ka	Ks	Node	Omega	Paralog1	Paralog2	WeightOutliersIncluded	WeightOutliersExcluded
Potri.008G080300.1__Potri.010G176300.1	0.9531799999999999	0.8952200000000001	1602.0	1527.0	0.14014000000000001	GF_005206	0.0671	0.271	2.0	0.2478	Potri.010G176300.1	Potri.008G080300.1	1.0	1.0
Potri.008G021900.1__Potri.010G237500.1	0.93004	0.8687299999999999	1458.0	1356.0	0.17712	GF_005189	0.0941	0.3376	2.0	0.2788	Potri.010G237500.1	Potri.008G021900.1	1.0	1.0
Potri.013G086800.1__Potri.019G053200.1	0.96941	0.93932	1275.0	1236.0	0.059179999999999996	GF_005203	0.0265	0.1741	2.0	0.1521	Potri.013G086800.1	Potri.019G053200.1	1.0	1.0
Potri.006G230700.1__Potri.018G054700.1	0.8595299999999999	0.8858600000000001	1794.0	1542.0	0.20415999999999998	GF_005211	0.0987	0.2223	2.0	0.4438	Potri.018G054700.1	Potri.006G230700.1	1.0	1.0
Potri.005G025100.1__Potri.013G016800.1	1.0	0.9519299999999999	1269.0	1269.0	0.01656	GF_005240	0.009000000000000001	0.1849	2.0	0.0485	Potri.005G025100.1	Potri.013G016800.1	1.0	1.0
Potri.005G025100.1__Potri.013G016800.1	1.0	0.9519299999999999	1269.0	1269.0	0.01656	GF_005240	0.009000000000000001	0.1849	2.0	0.0485	Potri.005G025100.1	Potri.013G016800.1	1.0	1.0
Potri.019G014800.1__Potri.T051200.1	0.9591299999999999	0.9707600000000001	1248.0	1197.0	0.039080000000000004	GF_005249	0.0254	0.0477	2.0	0.5324	Potri.019G014800.1	Potri.T051200.1	1.0	1.0
Potri.006G247000.1__Potri.018G034400.1	0.97936	0.9211600000000001	1308.0	1281.0	0.09664	GF_005260	0.0466	0.2104	2.0	0.2214	Potri.018G034400.1	Potri.006G247000.1	1.0	1.0
Potri.008G215100.1__Potri.010G022100.1	1.0	0.9344100000000001	1677.0	1677.0	0.05586	GF_005250	0.025	0.2353	2.0	0.1062	Potri.010G022100.1	Potri.008G215100.1	1.0	1.0
Potri.008G169100.1__Potri.010G069300.1	0.49826000000000004	0.8997700000000001	861.0	429.0	0.12602	GF_005278	0.0607	0.2821	2.0	0.2151	Potri.010G069300.1	Potri.008G169100.1	1.0	1.0
Potri.004G043900.1__Potri.011G052800.1	0.9024399999999999	0.9464	2460.0	2220.0	0.03878	GF_005241	0.0177	0.1953	2.0	0.0904	Potri.004G043900.1	Potri.011G052800.1	1.0	1.0
Potri.002G052600.1__Potri.005G210100.1	0.9869100000000001	0.90805	1146.0	1131.0	0.08786000000000001	GF_005246	0.0439	0.2693	2.0	0.1631	Potri.005G210100.1	Potri.002G052600.1	1.0	1.0
Potri.004G046800.1__Potri.011G056000.1	0.99013	0.9103	912.0	903.0	0.10964000000000002	GF_005276	0.0619	0.2159	2.0	0.2867	Potri.011G056000.1	Potri.004G046800.1	1.0	1.0
Potri.002G234500.1__Potri.014G147900.1	0.98229	0.9064399999999999	3558.0	3495.0	0.13664	GF_005257	0.0655	0.2295	2.0	0.2853	Potri.002G234500.1	Potri.014G147900.1	1.0	1.0
Potri.013G149000.1__Potri.019G118600.1	0.9384600000000001	0.90601	975.0	915.0	0.12265999999999999	GF_005225	0.0566	0.2582	2.0	0.2194	Potri.013G149000.1	Potri.019G118600.1	1.0	1.0
Potri.013G149000.1__Potri.019G118600.1	0.9384600000000001	0.90601	975.0	915.0	0.12265999999999999	GF_005225	0.0566	0.2582	2.0	0.2194	Potri.013G149000.1	Potri.019G118600.1	1.0	1.0
Potri.001G249100.1__Potri.009G043100.1	0.97778	0.9267700000000001	2430.0	2376.0	0.08588	GF_005236	0.0414	0.2042	2.0	0.2028	Potri.001G249100.1	Potri.009G043100.1	1.0	1.0
Potri.002G123000.1__Potri.014G023000.1	0.9788899999999999	0.86074	1137.0	1113.0	0.2241	GF_005226	0.1152	0.3027	2.0	0.3806	Potri.014G023000.1	Potri.002G123000.1	1.0	1.0
Potri.002G123000.1__Potri.014G023000.1	0.9788899999999999	0.86074	1137.0	1113.0	0.2241	GF_005226	0.1152	0.3027	2.0	0.3806	Potri.014G023000.1	Potri.002G123000.1	1.0	1.0
Potri.005G071300.1__Potri.007G097500.1	0.93824	0.8497899999999999	1263.0	1185.0	0.26032	GF_005259	0.1189	0.3759	2.0	0.3164	Potri.005G071300.1	Potri.007G097500.1	1.0	1.0
Potri.008G042900.1__Potri.010G219300.1	0.8607600000000001	0.8235299999999999	711.0	612.0	0.3674	GF_005253	0.1938	0.2551	2.0	0.7598	Potri.010G219300.1	Potri.008G042900.1	1.0	1.0
Potri.008G134900.1__Potri.010G106300.1	0.98034	0.89589	1068.0	1047.0	0.15162	GF_005265	0.0729	0.245	2.0	0.2975	Potri.010G106300.1	Potri.008G134900.1	1.0	1.0
Potri.008G040500.1__Potri.010G221700.1	0.99571	0.9173899999999999	1398.0	1392.0	0.06842000000000001	GF_005244	0.0318	0.3026	2.0	0.1052	Potri.010G221700.1	Potri.008G040500.1	1.0	1.0
Potri.006G176700.1__Potri.018G098500.1	0.9333299999999999	0.91919	1485.0	1386.0	0.14306	GF_005261	0.0614	0.1957	2.0	0.3138	Potri.006G176700.1	Potri.018G098500.1	1.0	1.0
Potri.001G301800.1__Potri.009G097800.1	0.89487	0.91117	1170.0	1047.0	0.11698	GF_005228	0.0564	0.2207	2.0	0.2555	Potri.009G097800.1	Potri.001G301800.1	1.0	1.0
Potri.008G102200.1__Potri.010G148600.1	0.81481	0.8434299999999999	486.0	396.0	0.2289	GF_005266	0.1274	0.4082	2.0	0.3121	Potri.010G148600.1	Potri.008G102200.1	1.0	1.0
Potri.001G222700.1__Potri.009G020900.1	1.0	0.9567200000000001	1317.0	1317.0	0.013880000000000002	GF_005254	0.006	0.1957	2.0	0.0308	Potri.001G222700.1	Potri.009G020900.1	1.0	1.0
Potri.008G028900.1__Potri.010G232700.1	0.9224399999999999	0.9172	2553.0	2355.0	0.10224	GF_005264	0.0464	0.2545	2.0	0.1823	Potri.010G232700.1	Potri.008G028900.1	1.0	1.0
Potri.008G198500.1__Potri.010G028000.1	0.9375	0.9066700000000001	240.0	225.0	0.16025999999999999	GF_005232	0.073	0.2143	2.0	0.3408	Potri.010G028000.1	Potri.008G198500.1	1.0	0.0
Potri.001G024600.1__Potri.003G201000.1	0.99646	0.9061100000000001	2544.0	2535.0	0.12458	GF_005234	0.0602	0.2405	2.0	0.2502	Potri.001G024600.1	Potri.003G201000.1	1.0	1.0
Potri.008G110700.1__Potri.010G134600.1	1.0	0.88561	813.0	813.0	0.15456	GF_005233	0.0776	0.284	2.0	0.2734	Potri.010G134600.1	Potri.008G110700.1	1.0	1.0
Potri.008G018300.1__Potri.010G242700.1	1.0	0.9293799999999999	708.0	708.0	0.10144	GF_005242	0.0474	0.1959	2.0	0.2421	Potri.010G242700.1	Potri.008G018300.1	1.0	1.0
Potri.012G123900.1__Potri.015G122700.1	0.91824	0.91248	1431.0	1314.0	0.07948	GF_005245	0.0395	0.2923	2.0	0.1353	Potri.012G123900.1	Potri.015G122700.1	1.0	1.0
Potri.019G014900.1__Potri.T051100.1	0.89074	0.8782200000000001	1263.0	1125.0	0.27028	GF_005247	0.1311	0.1565	2.0	0.8378	Potri.019G014900.1	Potri.T051100.1	1.0	1.0
Potri.008G149300.1__Potri.010G092300.1	0.96209	0.88834	1266.0	1218.0	0.17854	GF_005255	0.0888	0.2423	2.0	0.3663	Potri.010G092300.1	Potri.008G149300.1	1.0	1.0
Potri.002G140500.1__Potri.014G053500.1	0.87477	0.88421	1629.0	1425.0	0.21594000000000002	GF_005262	0.1033	0.2369	2.0	0.4358	Potri.002G140500.1	Potri.014G053500.1	1.0	1.0
Potri.008G105000.1__Potri.010G146100.1	1.0	0.9339299999999999	333.0	333.0	0.03452	GF_005263	0.0169	0.2605	2.0	0.0647	Potri.010G146100.1	Potri.008G105000.1	1.0	1.0
Potri.002G170300.1__Potri.014G098200.1	0.9520000000000001	0.8618100000000001	1125.0	1071.0	0.24156	GF_005258	0.1259	0.2473	2.0	0.5091	Potri.002G170300.1	Potri.014G098200.1	1.0	1.0
Potri.002G170300.1__Potri.014G098200.1	0.9520000000000001	0.8618100000000001	1125.0	1071.0	0.24156	GF_005258	0.1259	0.2473	2.0	0.5091	Potri.002G170300.1	Potri.014G098200.1	1.0	1.0
Potri.001G142600.1__Potri.003G091500.1	0.9966299999999999	0.9436899999999999	891.0	888.0	0.05176	GF_005275	0.0246	0.1568	2.0	0.1566	Potri.001G142600.1	Potri.003G091500.1	1.0	1.0
Potri.008G085300.1__Potri.010G170600.1	0.25044	0.87234	3378.0	846.0	0.21766	GF_005280	0.1178	0.239	2.0	0.4928	Potri.010G170600.1	Potri.008G085300.1	1.0	1.0
Potri.012G119200.1__Potri.015G118000.1	0.9584600000000001	0.90402	1011.0	969.0	0.138	GF_005296	0.0638	0.2641	2.0	0.2417	Potri.015G118000.1	Potri.012G119200.1	1.0	1.0
Potri.002G091900.1__Potri.005G170000.1	1.0	0.91632	1422.0	1422.0	0.10828	GF_005300	0.0493	0.235	2.0	0.2098	Potri.005G170000.1	Potri.002G091900.1	1.0	1.0
Potri.008G025600.1__Potri.010G235000.1	0.9827	0.9266399999999999	1734.0	1704.0	0.08098	GF_005290	0.0402	0.2278	2.0	0.1766	Potri.010G235000.1	Potri.008G025600.1	1.0	1.0
Potri.013G160500.1__Potri.019G132800.1	0.84121	0.9038	2286.0	1923.0	0.09754	GF_005267	0.0513	0.3126	2.0	0.16399999999999998	Potri.019G132800.1	Potri.013G160500.1	1.0	1.0
Potri.006G032500.1__Potri.016G029700.1	0.98013	0.8941399999999999	906.0	888.0	0.175	GF_005281	0.0848	0.2233	2.0	0.3799	Potri.016G029700.1	Potri.006G032500.1	1.0	1.0
Potri.002G142700.1__Potri.014G058500.1	1.0	0.92186	1638.0	1638.0	0.04658	GF_005308	0.022000000000000002	0.3123	2.0	0.0704	Potri.002G142700.1	Potri.014G058500.1	1.0	1.0
Potri.002G142700.1__Potri.014G058500.1	1.0	0.92186	1638.0	1638.0	0.04658	GF_005308	0.022000000000000002	0.3123	2.0	0.0704	Potri.002G142700.1	Potri.014G058500.1	1.0	1.0
Potri.002G069000.1__Potri.005G191400.1	0.84439	0.8962700000000001	1176.0	993.0	0.13228	GF_005283	0.0662	0.2835	2.0	0.2337	Potri.002G069000.1	Potri.005G191400.1	1.0	1.0
Potri.008G109900.1__Potri.010G133800.1	1.0	0.9228799999999999	1167.0	1167.0	0.09938	GF_005284	0.0452	0.2077	2.0	0.2177	Potri.010G133800.1	Potri.008G109900.1	1.0	1.0
Potri.004G098300.1__Potri.017G116000.1	0.9670700000000001	0.89164	3006.0	2907.0	0.18412	GF_005293	0.0823	0.2765	2.0	0.2977	Potri.004G098300.1	Potri.017G116000.1	1.0	1.0
Potri.004G098300.1__Potri.017G116000.1	0.9670700000000001	0.89164	3006.0	2907.0	0.18412	GF_005293	0.0823	0.2765	2.0	0.2977	Potri.004G098300.1	Potri.017G116000.1	1.0	1.0
Potri.008G107900.1__Potri.010G141700.1	0.9654799999999999	0.89125	2781.0	2685.0	0.15788	GF_005320	0.0772	0.2819	2.0	0.2738	Potri.010G141700.1	Potri.008G107900.1	1.0	1.0
Potri.004G145400.1__Potri.009G106800.1	0.60073	0.83401	2457.0	1476.0	0.31066	GF_005269	0.1446	0.3996	2.0	0.3619	Potri.009G106800.1	Potri.004G145400.1	1.0	1.0
Potri.004G145400.1__Potri.009G106800.1	0.60073	0.83401	2457.0	1476.0	0.31066	GF_005269	0.1446	0.3996	2.0	0.3619	Potri.009G106800.1	Potri.004G145400.1	1.0	1.0
Potri.008G114000.1__Potri.010G132100.1	0.59048	0.82258	315.0	186.0	0.2633	GF_005297	0.1969	0.2794	2.0	0.7046	Potri.010G132100.1	Potri.008G114000.1	1.0	1.0
Potri.001G454500.1__Potri.011G147400.1	0.7095199999999999	0.87979	2427.0	1722.0	0.18766	GF_005291	0.0953	0.2896	2.0	0.3291	Potri.001G454500.1	Potri.011G147400.1	1.0	1.0
Potri.008G122200.1__Potri.010G122900.1	0.91915	0.9183600000000001	2412.0	2217.0	0.09182	GF_005270	0.0447	0.2448	2.0	0.1825	Potri.010G122900.1	Potri.008G122200.1	1.0	1.0
Potri.004G104000.1__Potri.017G111500.1	0.93399	0.90695	1818.0	1698.0	0.12448	GF_005286	0.0662	0.2225	2.0	0.2973	Potri.004G104000.1	Potri.017G111500.1	1.0	1.0
Potri.008G017300.1__Potri.010G241200.1	0.98592	0.9285700000000001	426.0	420.0	0.036039999999999996	GF_005271	0.0157	0.3328	2.0	0.0473	Potri.010G241200.1	Potri.008G017300.1	1.0	1.0
Potri.012G104400.1__Potri.015G103700.1	1.0	0.91365	1656.0	1656.0	0.11195999999999999	GF_005298	0.0534	0.2613	2.0	0.2042	Potri.012G104400.1	Potri.015G103700.1	1.0	1.0
Potri.012G104400.1__Potri.015G103700.1	1.0	0.91365	1656.0	1656.0	0.11195999999999999	GF_005298	0.0534	0.2613	2.0	0.2042	Potri.012G104400.1	Potri.015G103700.1	1.0	1.0
Potri.002G041900.1__Potri.005G221300.1	0.9057	0.89023	1368.0	1239.0	0.1834	GF_005302	0.0852	0.2352	2.0	0.3621	Potri.002G041900.1	Potri.005G221300.1	1.0	1.0
Potri.008G154200.1__Potri.010G086300.1	0.8844799999999999	0.8612200000000001	831.0	735.0	0.28448	GF_005285	0.1335	0.2597	2.0	0.5143	Potri.010G086300.1	Potri.008G154200.1	1.0	1.0
Potri.008G154200.1__Potri.010G086300.1	0.8844799999999999	0.8612200000000001	831.0	735.0	0.28448	GF_005285	0.1335	0.2597	2.0	0.5143	Potri.010G086300.1	Potri.008G154200.1	1.0	1.0
Potri.004G214300.1__Potri.009G007800.1	0.9950200000000001	0.9081799999999999	1806.0	1797.0	0.08016000000000001	GF_005311	0.0371	0.3541	2.0	0.1046	Potri.004G214300.1	Potri.009G007800.1	1.0	1.0
Potri.002G200900.1__Potri.014G125600.1	1.0	0.92133	966.0	966.0	0.0872	GF_005273	0.0421	0.2387	2.0	0.1762	Potri.002G200900.1	Potri.014G125600.1	1.0	1.0
Potri.005G145600.1__Potri.007G053500.1	0.98472	0.9142600000000001	1374.0	1353.0	0.11422	GF_005305	0.0532	0.2385	2.0	0.2229	Potri.005G145600.1	Potri.007G053500.1	1.0	1.0
Potri.005G145600.1__Potri.007G053500.1	0.98472	0.9142600000000001	1374.0	1353.0	0.11422	GF_005305	0.0532	0.2385	2.0	0.2229	Potri.005G145600.1	Potri.007G053500.1	1.0	1.0
Potri.001G182000.1__Potri.003G053900.1	0.9716100000000001	0.91775	951.0	924.0	0.10112	GF_005274	0.0504	0.2167	2.0	0.2326	Potri.003G053900.1	Potri.001G182000.1	1.0	1.0
Potri.008G173300.1__Potri.010G064100.1	1.0	0.8952899999999999	1041.0	1041.0	0.1676	GF_005299	0.0805	0.2575	2.0	0.3125	Potri.010G064100.1	Potri.008G173300.1	1.0	1.0
Potri.008G063800.1__Potri.010G193300.1	1.0	0.9226200000000001	1176.0	1176.0	0.06097999999999999	GF_005282	0.0315	0.2465	2.0	0.1279	Potri.010G193300.1	Potri.008G063800.1	1.0	1.0
Potri.005G051700.1__Potri.013G039100.1	0.94055	0.8779	1968.0	1851.0	0.21018	GF_005292	0.0992	0.2796	2.0	0.3549	Potri.013G039100.1	Potri.005G051700.1	1.0	1.0
Potri.005G051700.1__Potri.013G039100.1	0.94055	0.8779	1968.0	1851.0	0.21018	GF_005292	0.0992	0.2796	2.0	0.3549	Potri.013G039100.1	Potri.005G051700.1	1.0	1.0
Potri.012G016400.1__Potri.015G012300.1	0.9924200000000001	0.9160299999999999	792.0	786.0	0.16028	GF_005314	0.0683	0.19699999999999998	2.0	0.3468	Potri.015G012300.1	Potri.012G016400.1	1.0	1.0
Potri.012G016400.1__Potri.015G012300.1	0.9924200000000001	0.9160299999999999	792.0	786.0	0.16028	GF_005314	0.0683	0.19699999999999998	2.0	0.3468	Potri.015G012300.1	Potri.012G016400.1	1.0	1.0
Potri.008G105300.1__Potri.010G145800.1	0.98701	0.94024	1848.0	1824.0	0.04158	GF_005295	0.02	0.2036	2.0	0.0984	Potri.010G145800.1	Potri.008G105300.1	1.0	1.0
Potri.008G126300.1__Potri.010G117300.1	0.48758	0.82099	1329.0	648.0	0.24261999999999997	GF_005288	0.1394	0.4888	2.0	0.2851	Potri.010G117300.1	Potri.008G126300.1	1.0	1.0
Potri.008G192400.1__Potri.010G038500.1	0.4	0.87218	3540.0	1416.0	0.22175999999999998	GF_005294	0.1091	0.2706	2.0	0.4031	Potri.010G038500.1	Potri.008G192400.1	1.0	1.0
Potri.001G271900.1__Potri.009G066500.1	0.98818	0.89155	1269.0	1254.0	0.14286	GF_005304	0.0709	0.2615	2.0	0.271	Potri.009G066500.1	Potri.001G271900.1	1.0	1.0
Potri.001G331500.1__Potri.017G069500.1	0.9977	0.91859	1305.0	1302.0	0.12188	GF_005303	0.0532	0.2265	2.0	0.2348	Potri.001G331500.1	Potri.017G069500.1	1.0	1.0
Potri.007G147000.1__Potri.017G000700.1	0.9717399999999999	0.8874	1380.0	1341.0	0.1724	GF_005301	0.0821	0.2624	2.0	0.3128	Potri.007G147000.1	Potri.017G000700.1	1.0	1.0
Potri.008G057000.1__Potri.010G202600.1	0.70248	0.6078399999999999	363.0	255.0	1.2126	GF_005279	0.5686	0.6839	2.0	0.8314	Potri.010G202600.1	Potri.008G057000.1	1.0	1.0
Potri.008G018400.1__Potri.010G242800.1	0.83959	0.88482	879.0	738.0	0.12968	GF_005289	0.07	0.3277	2.0	0.2135	Potri.010G242800.1	Potri.008G018400.1	1.0	1.0
Potri.013G091900.1__Potri.019G064000.1	0.8877799999999999	0.8858299999999999	3315.0	2943.0	0.19272	GF_005349	0.0924	0.2651	2.0	0.3483	Potri.013G091900.1	Potri.019G064000.1	1.0	1.0
Potri.008G105700.1__Potri.010G145300.1	0.45161	0.7658699999999999	558.0	252.0	0.36816	GF_005319	0.2395	0.5329999999999999	2.0	0.4494	Potri.010G145300.1	Potri.008G105700.1	1.0	1.0
Potri.008G176800.1__Potri.010G058300.1	0.6422	0.84762	327.0	210.0	0.1706	GF_005344	0.0922	0.5419	2.0	0.1701	Potri.010G058300.1	Potri.008G176800.1	1.0	1.0
Potri.001G046800.1__Potri.003G180900.1	1.0	0.9163899999999999	909.0	909.0	0.0674	GF_005350	0.0337	0.2534	2.0	0.1329	Potri.003G180900.1	Potri.001G046800.1	1.0	1.0
Potri.012G051300.1__Potri.015G042600.1	0.99625	0.9177700000000001	1599.0	1593.0	0.04796	GF_005306	0.0238	0.3728	2.0	0.0639	Potri.012G051300.1	Potri.015G042600.1	1.0	1.0
Potri.005G072800.1__Potri.007G096200.1	1.0	0.9	990.0	990.0	0.13008	GF_005327	0.0659	0.2465	2.0	0.2674	Potri.005G072800.1	Potri.007G096200.1	1.0	1.0
Potri.005G072800.1__Potri.007G096200.1	1.0	0.9	990.0	990.0	0.13008	GF_005327	0.0659	0.2465	2.0	0.2674	Potri.005G072800.1	Potri.007G096200.1	1.0	1.0
Potri.010G175600.1__Potri.T165900.1	0.8909100000000001	0.9138299999999999	495.0	441.0	0.13627999999999998	GF_005330	0.0822	0.134	2.0	0.613	Potri.010G175600.1	Potri.T165900.1	1.0	1.0
Potri.001G455000.1__Potri.011G146900.1	0.9966700000000001	0.9052399999999999	900.0	897.0	0.08592000000000001	GF_005351	0.0499	0.2431	2.0	0.2052	Potri.011G146900.1	Potri.001G455000.1	1.0	1.0
Potri.004G176300.1__Potri.009G136600.1	1.0	0.90084	837.0	837.0	0.10808	GF_005352	0.0545	0.2847	2.0	0.1914	Potri.009G136600.1	Potri.004G176300.1	1.0	1.0
Potri.004G176300.1__Potri.009G136600.1	1.0	0.90084	837.0	837.0	0.10808	GF_005352	0.0545	0.2847	2.0	0.1914	Potri.009G136600.1	Potri.004G176300.1	1.0	1.0
Potri.004G163700.1__Potri.009G125300.1	0.9906200000000001	0.92429	960.0	951.0	0.0934	GF_005338	0.0423	0.2138	2.0	0.1979	Potri.009G125300.1	Potri.004G163700.1	1.0	1.0
Potri.004G163700.1__Potri.009G125300.1	0.9906200000000001	0.92429	960.0	951.0	0.0934	GF_005338	0.0423	0.2138	2.0	0.1979	Potri.009G125300.1	Potri.004G163700.1	1.0	1.0
Potri.008G110600.1__Potri.010G134500.1	0.91496	0.89744	1023.0	936.0	0.12215999999999999	GF_005326	0.0629	0.2734	2.0	0.23	Potri.010G134500.1	Potri.008G110600.1	1.0	1.0
Potri.002G081900.1__Potri.005G179200.1	0.76483	0.9206799999999999	1467.0	1122.0	0.09576	GF_005340	0.0478	0.2019	2.0	0.2368	Potri.002G081900.1	Potri.005G179200.1	1.0	1.0
Potri.013G058500.1__Potri.019G034200.1	1.0	0.93211	1635.0	1635.0	0.0535	GF_005309	0.0269	0.2225	2.0	0.1207	Potri.013G058500.1	Potri.019G034200.1	1.0	1.0
Potri.013G058500.1__Potri.019G034200.1	1.0	0.93211	1635.0	1635.0	0.0535	GF_005309	0.0269	0.2225	2.0	0.1207	Potri.013G058500.1	Potri.019G034200.1	1.0	1.0
Potri.004G052100.1__Potri.011G062300.1	0.8939	0.8921899999999999	1131.0	1011.0	0.13698	GF_005328	0.0713	0.2722	2.0	0.262	Potri.004G052100.1	Potri.011G062300.1	1.0	1.0
Potri.008G165000.1__Potri.010G073600.1	0.9106299999999999	0.92724	1947.0	1773.0	0.07798	GF_005329	0.0381	0.2249	2.0	0.1695	Potri.010G073600.1	Potri.008G165000.1	1.0	1.0
Potri.008G165000.1__Potri.010G073600.1	0.9106299999999999	0.92724	1947.0	1773.0	0.07798	GF_005329	0.0381	0.2249	2.0	0.1695	Potri.010G073600.1	Potri.008G165000.1	1.0	1.0
Potri.008G126100.1__Potri.010G117500.1	0.99764	0.94155	1269.0	1266.0	0.07977999999999999	GF_005333	0.0355	0.14800000000000002	2.0	0.2401	Potri.010G117500.1	Potri.008G126100.1	1.0	1.0
Potri.006G196800.1__Potri.016G062400.1	0.9972200000000001	0.90994	1080.0	1077.0	0.10332000000000001	GF_005343	0.0529	0.2399	2.0	0.2203	Potri.006G196800.1	Potri.016G062400.1	1.0	1.0
Potri.005G102100.1__Potri.007G063100.1	1.0	0.92232	1326.0	1326.0	0.09242	GF_005334	0.0401	0.2473	2.0	0.1623	Potri.007G063100.1	Potri.005G102100.1	1.0	1.0
Potri.008G115400.1__Potri.010G130700.1	0.71523	0.8703700000000001	1359.0	972.0	0.24261999999999997	GF_005353	0.1156	0.2581	2.0	0.4479	Potri.010G130700.1	Potri.008G115400.1	1.0	1.0
Potri.008G005400.1__Potri.010G253100.1	0.22141999999999998	0.85246	1653.0	366.0	0.22784000000000001	GF_005310	0.1257	0.3366	2.0	0.3735	Potri.010G253100.1	Potri.008G005400.1	1.0	1.0
Potri.008G081700.1__Potri.010G174200.1	1.0	0.9020100000000001	1143.0	1143.0	0.054439999999999995	GF_005342	0.0262	0.3919	2.0	0.0668	Potri.008G081700.1	Potri.010G174200.1	1.0	1.0
Potri.008G144900.1__Potri.010G097200.1	0.9909399999999999	0.90701	1986.0	1968.0	0.12172000000000001	GF_005323	0.0572	0.2324	2.0	0.2463	Potri.010G097200.1	Potri.008G144900.1	1.0	1.0
Potri.004G195400.1__Potri.009G157500.1	0.98718	0.90105	1638.0	1617.0	0.14864000000000002	GF_005318	0.0688	0.2303	2.0	0.2986	Potri.009G157500.1	Potri.004G195400.1	1.0	1.0
Potri.008G198000.1__Potri.010G027500.1	0.94009	0.8660100000000001	651.0	612.0	0.19676	GF_005357	0.1018	0.319	2.0	0.3193	Potri.010G027500.1	Potri.008G198000.1	1.0	1.0
Potri.001G157300.1__Potri.003G077600.1	0.9760700000000001	0.88205	6393.0	6240.0	0.2073	GF_005346	0.1004	0.26	2.0	0.3862	Potri.003G077600.1	Potri.001G157300.1	1.0	1.0
Potri.005G084800.1__Potri.007G080600.1	0.9695299999999999	0.91095	2166.0	2100.0	0.11406	GF_005312	0.0607	0.23399999999999999	2.0	0.2592	Potri.007G080600.1	Potri.005G084800.1	1.0	1.0
Potri.005G084800.1__Potri.007G080600.1	0.9695299999999999	0.91095	2166.0	2100.0	0.11406	GF_005312	0.0607	0.23399999999999999	2.0	0.2592	Potri.007G080600.1	Potri.005G084800.1	1.0	1.0
Potri.002G026700.1__Potri.005G235900.1	0.9911	0.91717	1011.0	1002.0	0.09566000000000001	GF_005339	0.0443	0.2579	2.0	0.1718	Potri.005G235900.1	Potri.002G026700.1	1.0	1.0
Potri.008G072600.1__Potri.010G184600.1	0.9918899999999999	0.89775	1479.0	1467.0	0.15464	GF_005356	0.0684	0.2769	2.0	0.247	Potri.010G184600.1	Potri.008G072600.1	1.0	1.0
Potri.008G081300.1__Potri.010G174800.1	0.7911100000000001	0.89045	1350.0	1068.0	0.1435	GF_005331	0.0667	0.3223	2.0	0.2071	Potri.010G174800.1	Potri.008G081300.1	1.0	1.0
Potri.002G020400.1__Potri.005G241000.1	0.9544100000000001	0.9002100000000001	987.0	942.0	0.13772	GF_005313	0.0653	0.2458	2.0	0.2658	Potri.002G020400.1	Potri.005G241000.1	1.0	1.0
Potri.008G168300.1__Potri.010G070200.1	0.97319	0.8990100000000001	4029.0	3921.0	0.16702	GF_005347	0.0804	0.2236	2.0	0.3595	Potri.010G070200.1	Potri.008G168300.1	1.0	1.0
Potri.008G168300.1__Potri.010G070200.1	0.97319	0.8990100000000001	4029.0	3921.0	0.16702	GF_005347	0.0804	0.2236	2.0	0.3595	Potri.010G070200.1	Potri.008G168300.1	1.0	1.0
Potri.008G105900.1__Potri.010G144400.1	0.11533	0.66667	2055.0	237.0	0.5657800000000001	GF_005359	0.3205	1.4724	2.0	0.2176	Potri.010G144400.1	Potri.008G105900.1	1.0	1.0
Potri.004G058500.1__Potri.011G067900.1	0.99267	0.89266	2046.0	2031.0	0.14274	GF_005324	0.07200000000000001	0.2592	2.0	0.2779	Potri.004G058500.1	Potri.011G067900.1	1.0	1.0
Potri.005G065700.1__Potri.007G103700.1	0.87923	0.90476	1242.0	1092.0	0.1174	GF_005332	0.054000000000000006	0.29	2.0	0.1862	Potri.005G065700.1	Potri.007G103700.1	1.0	1.0
Potri.001G164900.1__Potri.003G070400.1	0.8536100000000001	0.8915700000000001	4365.0	3726.0	0.18554	GF_005348	0.0916	0.2143	2.0	0.4277	Potri.001G164900.1	Potri.003G070400.1	1.0	1.0
Potri.012G097100.1__Potri.015G094800.1	0.9939399999999999	0.90854	1980.0	1968.0	0.11888	GF_005315	0.0552	0.2866	2.0	0.1924	Potri.015G094800.1	Potri.012G097100.1	1.0	1.0
Potri.008G002200.1__Potri.010G255500.1	0.9027	0.84631	555.0	501.0	0.2472	GF_005322	0.1358	0.3134	2.0	0.4334	Potri.010G255500.1	Potri.008G002200.1	1.0	1.0
Potri.008G045800.1__Potri.010G215900.1	1.0	0.93245	681.0	681.0	0.06387999999999999	GF_005325	0.0319	0.192	2.0	0.1661	Potri.010G215900.1	Potri.008G045800.1	1.0	1.0
Potri.001G166400.1__Potri.003G068700.1	0.94505	0.9457399999999999	1911.0	1806.0	0.05144	GF_005316	0.0242	0.192	2.0	0.1261	Potri.001G166400.1	Potri.003G068700.1	1.0	1.0
Potri.008G062500.1__Potri.010G195200.1	0.9976700000000001	0.91822	1287.0	1284.0	0.09362000000000001	GF_005341	0.0455	0.2447	2.0	0.1858	Potri.010G195200.1	Potri.008G062500.1	1.0	1.0
